,word,mean,syn
452,mount,"[': a high hill : mountain', ': earthwork sense 1', ': mound sense 2a(1)', ': rise, ascend', ': to increase in amount or extent', ': to get up on something above the level of the ground', ': to seat oneself (as on a horse) for riding', ': to go up : climb', ': to seat or place oneself on', ': to climb on top of for copulation', ': to lift up : raise', ': to put or have in position', ': to have as equipment', ': to organize and equip (an attacking force)', ': to launch and carry out (something, such as an assault or a campaign)', ': to set on something that elevates', ': to cause to get on a means of conveyance', ': to furnish with animals for riding', ': to post or set up for defense or observation', ': to attach to a support', ': to arrange or assemble for use or display', ': to prepare (something, such as a specimen) for examination or display', ': to prepare and supply with materials needed for performance or execution', ': an act or instance of mounting', ': an opportunity to ride a horse in a race', ': frame, support: such as', ': the material (such as cardboard) on which a picture is mounted', ': a jewelry setting', ': an undercarriage or part on which a device (such as a motor or an artillery piece) rests in service', ': an attachment for an accessory', ': a hinge, card, or acetate envelope for mounting a stamp', ': a glass slide with its accessories on which objects are placed for examination with a microscope', ': a means of conveyance', ': saddle horse', ': to go or climb up (something)', ': to climb up onto (something)', ': to increase in amount', ': to seat yourself on a horse, bicycle, etc.', ': a high hill : mountain', ': to go up : climb', ': to get up onto something', ': to increase rapidly in amount', ': to prepare for use or display by fastening in position on a support', ': to organize and carry out', ': a frame or support that holds something', ': a horse used for riding', ': to prepare for examination or display', ': to place (an object) on a slide for microscopic examination ', ': a glass slide with its accessories on which objects are placed for examination with a microscope', ': a specimen mounted on a slide for microscopic examination']","['accelerate', 'accumulate', 'appreciate', 'balloon', 'boom', 'build up', 'burgeon', 'bourgeon', 'climb', 'enlarge', 'escalate', 'expand', 'gain', 'increase', 'multiply', 'mushroom', 'proliferate', 'rise', 'roll up', 'snowball', 'spread', 'swell', 'wax']"
453,roof,"[': the cover of a building', ': material used for a roof : roofing', ': the roof of a dwelling conventionally designating the home itself', ': the highest point : summit', ': an upper limit : ceiling', ': the vaulted upper boundary of the mouth', ': a covering structure of any of various parts of the body', ': something suggesting a roof: such as', ': a canopy of leaves and branches', ': the top over the passenger section of a vehicle', ': to an extremely or excessively high level', ': to cover with or as if with a roof', ': to provide with a particular kind of roof or roofing', ': to constitute a roof over', ': the cover or top of a building, vehicle, etc.', ': the top of the inside of a tunnel, cave, etc.', ': the top of the inside of your mouth', ': to cover (something, such as a building) with a roof', ': the upper covering part of a building', ': something like a roof in form, position, or purpose', ': to cover with a roof', ': the vaulted upper boundary of the mouth supported largely by the palatine bones and limited anteriorly by the dental lamina and posteriorly by the uvula and upper part of the fauces', ': a covering structure of any of various parts of the body other than the mouth']","['awning', 'canopy', 'ceiling', 'cover', 'tent']"
454,shortage,"[': lack, deficit', ': a state in which there is not enough of something that is needed', ': a condition in which there is not enough of something needed : deficit']","['crunch', 'dearth', 'deficiency', 'deficit', 'drought', 'drouth', 'failure', 'famine', 'inadequacy', 'inadequateness', 'insufficiency', 'lack', 'lacuna', 'paucity', 'pinch', 'poverty', 'scantiness', 'scarceness', 'scarcity', 'undersupply', 'want']"
455,solid,"[': being without an internal cavity', ': printed with minimum space between lines', ': joined without a hyphen', ': not interrupted by a break or opening', ': having, involving, or dealing with three dimensions or with solids', ': of uniformly close and coherent texture : not loose or spongy : compact', ': possessing or characterized by the properties of a solid : neither gaseous nor liquid', ': of good substantial quality or kind', ': such as', ': sound', ': made firmly and well', ': reliable', ': having no break or interruption', ': unanimous', ': intimately friendly or associated', ': prudent', ': well established financially', ': serious in purpose or character', ': of one substance or character: such as', ': entirely of one metal or containing the minimum of alloy necessary to impart hardness', ': of a single color', ': a geometrical figure or element (such as a cube or sphere) having three dimensions  — see Volume Formulas Table', ': a substance that does not flow perceptibly under moderate stress, has a definite capacity for resisting forces (such as compression or tension) which tend to deform it, and under ordinary conditions retains a definite size and shape', ': the part of a solution or suspension that when freed from solvent or suspending medium has the qualities of a solid', ': something that is solid: such as', ': a solid color', ': a compound word whose members are joined together without a hyphen', ': favor sense 3a', ': in a solid manner', ': unanimously', ': firm or hard : not having the form of a gas or liquid', ': having no space inside : not hollow', ': made entirely from the specified material', ': a solid substance : a substance that is not a gas or a liquid', ': an object that has length, width, and height : a three-dimensional object', ': foods that are not liquid', ': not hollow', ': not loose or spongy : compact', ': neither liquid nor gaseous', ': made firmly and well', ': being without a break, interruption, or change', ': unanimous sense 1', ': reliable, dependable', ': of one material, kind, or color', ': something (as a cube) that has length, width, and thickness', ': a substance that keeps its size and shape : a solid substance', ': being without an internal cavity : not hollow', ': possessing or characterized by the properties of a solid : neither gaseous nor liquid', ': capable of resisting severe challenge', ': a substance that does not flow perceptibly under moderate stress, has a definite capacity for resisting forces (as compression or tension) which tend to deform it, and under ordinary conditions retains a definite size and shape', ': the part of a solution or suspension that when freed from solvent or suspending medium has the qualities of a solid']","['commonsense', 'commonsensible', 'commonsensical', 'firm', 'good', 'hard', 'informed', 'just', 'justified', 'levelheaded', 'logical', 'rational', 'reasonable', 'reasoned', 'sensible', 'sober', 'valid', 'well-founded']"
456,stock,"[': the supply of goods available for sale in a store', ': a supply of something that is available for use', ': a share of the value of a company which can be bought, sold, or traded as an investment', ': a store or supply accumulated or available', ': the inventory of goods of a merchant or manufacturer', ': the equipment, materials, or supplies of an establishment', ': livestock', ': the proprietorship element in a corporation usually divided into shares and represented by transferable certificates', ': a portion of such stock of one or more companies', ': stock certificate', ': a supporting framework or structure: such as', ': a device for publicly punishing offenders consisting of a wooden frame with holes in which the feet or feet and hands can be locked', ': the wooden part by which a shoulder arm is held during firing', ': the butt of an implement (such as a whip or fishing rod)', ': bitstock, brace', ': a long beam on a field gun forming the third support point in firing', ': the frame or timbers holding a ship during construction', ': the descendants of one individual : family, lineage', ': a compound organism', ': the original (such as a person, race, or language) from which others derive : source', ': an infraspecific group usually having unity of descent', ': a related group of languages', ': a language family', ': liquid in which meat, fish, or vegetables have been simmered that is used as a basis for soup, gravy, or sauce', ': raw material from which something is manufactured', ': paper used for printing', ': the portion of a pack of cards not distributed to the players at the beginning of a game', ': confidence or faith placed in someone or something', ': an estimate or evaluation of something', ': the estimation in which someone or something is held', ': the main stem of a plant : trunk', ': a plant or plant part united with a scion in grafting and supplying mostly underground parts to a graft', ': a plant from which slips or cuttings are taken', ': the production and presentation of plays by a stock company', ': stock car sense 1', ': the crosspiece of an anchor  — see anchor illustration', ': the part of a tally formerly given to the creditor in a transaction', ': a debt or fund due (as from a government) for money loaned at interest', ': capital or a debt or fund bearing interest in perpetuity and not ordinarily redeemable as to principal', ': a supply of capital : funds', ': money or capital invested or available for investment or trading', ': any of a genus (Matthiola) of Old World herbs or subshrubs of the mustard family with racemes of usually sweet-scented flowers', ': a wide band or scarf worn about the neck especially by some clergymen', ': a dull, stupid, or lifeless person', ': something without life or consciousness', ': stump', ': a log or block of wood', ': on hand : in the store and ready for delivery', ': having no more on hand : completely sold out', ': to procure or keep a stock of', ': to provide with stock or a stock : supply', ': to fit to or with a stock', ': to graze (livestock) on land', ': to make (a domestic animal) pregnant', ': to put in stock or supplies', ': to send out new shoots', ': commonly used or brought forward : standard', ': kept regularly in stock', ': employed in handling, checking, or taking care of the stock of merchandise on hand', ': kept for breeding purposes : brood', ': devoted to the breeding and rearing of livestock', ': used or intended for livestock', ': used in herding livestock', ': of or relating to a stock company', ': the whole supply or amount on hand', ': a wooden frame with holes to hold the feet or the feet and hands once used to punish a wrongdoer publicly', ': the wooden part by which a rifle or shotgun is held against the shoulder during firing', ': the source from which others descend : ancestry', ': farm animals : livestock, cattle', ': a part ownership in a business that can be traded independently', ': liquid in which meat, fish, or vegetables have been simmered', ': on hand : in the store and available for purchase', ': to provide with or get supplies especially for future use', ': to get or keep a supply of', ': kept regularly in supply especially for sale', ': commonly used : standard', ': a population, colony, or culture of organisms used for scientific research or medical purposes', ': the equipment, materials, or supplies of a business', ': a store or supply accumulated', ': the inventory of the goods of a merchant or manufacturer', ': the ownership element in a corporation usually divided into shares and represented by transferable certificates', ': the certificate evidencing ownership of one or more shares of stock', ': the stock that a corporation may issue under its charter including both common and preferred stock', ': the outstanding shares of a joint stock company considered as an aggregate', ': capitalization sense 4', ': a class of stock whose holders share in company profits (as through dividends) on a pro rata basis, may vote for directors and on important matters such as mergers, and may have limited access to information not publicly available', ': preferred stock whose holders are entitled to the payment of cumulative dividends as well as current dividends before common stockholders are paid', ': stock issued by a growth company', ': stock that may be purchased in a margin account', ': stock issued with no par value which may be carried for corporate accounting purposes as part of the capital stock or as part of the capital surplus to the extent allowed by law', ': the stock of a small company not listed on a major exchange and traditionally selling at less than a dollar a share', ': a class of corporate stock whose holders are guaranteed payment of dividends and a share of asset distribution before the holders of common stock but are usually denied voting rights', ': stock that is reacquired and held by the issuing company (as to increase the market value of traded shares)', ': stock (as common stock) entitling the holder to vote in matters of corporate governance', ': stock issued with a par value greater than the value of the underlying assets']","['blood', 'clan', 'family', 'folks', 'house', 'kin', 'kindred', 'kinfolk', 'kinfolks', 'kinsfolk', 'line', 'lineage', 'people', 'race', 'tribe']"
457,substance,"[': essential nature : essence', ': a fundamental or characteristic part or quality', ': god sense 1b', ': ultimate reality that underlies all outward manifestations and change', ': practical importance : meaning, usefulness', ': physical material from which something is made or which has discrete existence', ': matter of particular or definite chemical constitution', ': something (such as drugs or alcoholic beverages) deemed harmful and usually subject to legal restriction', ': material possessions : property', ': in respect to essentials : fundamentally', ': a material of a particular kind', ': a drug that is considered harmful and whose use is controlled by law or made illegal', ': the quality of being meaningful, useful, or important', ': material of a certain kind', ': the most basic or important part or quality', ': material belongings : wealth', ': physical material from which something is made or which has discrete existence', ': matter of particular or definite chemical constitution', ': something (as alcohol, methamphetamine, or marijuana) deemed harmful and usually subject to legal restriction', ': substantive law', '  — compare procedure', ': something (as language) essential especially to establishing a valid right, claim, or charge']","['making', 'material', 'raw material', 'stuff', 'timber']"
458,tomb,"[': an excavation in which a corpse is buried : grave', ': a place of interment', ': a house, chamber, or vault for the dead', ': a building or structure resembling a tomb (as in appearance)', ': bury, entomb', ': a building or chamber above or below the ground in which a dead body is kept', ': grave entry 1', ': a house or burial chamber for dead people']","['burial', 'grave', 'sepulchre', 'sepulcher', 'sepulture']"
459,wound,"[': an injury to the body (as from violence, accident, or surgery) that typically involves laceration or breaking of a membrane (such as the skin) and usually damage to underlying tissues', ': a cut or breach in a plant usually due to an external agent', ': a mental or emotional hurt or blow', ': something resembling a wound in appearance or effect', ': a rift in or blow to a political body or social group', ': to cause a wound to or in', ': to inflict a wound', ': an injury that is caused when a knife, bullet, etc., cuts or breaks the skin', ': a feeling of sadness, anger, etc., that is caused by something bad that has happened to you', ': to injure (someone or something) by cutting or breaking the skin', ': to cause (someone) to feel emotional pain', ': an injury that involves cutting or breaking of bodily tissue', "": an injury or hurt to a person's feelings or reputation"", ': to hurt by cutting or breaking bodily tissue', ': to hurt the feelings or pride of', ': a physical injury to the body consisting of a laceration or breaking of the skin or mucous membrane often with damage to underlying tissue', ': an opening made in the skin or a membrane of the body incidental to a surgical operation or procedure', ': a mental or emotional hurt or blow', ': to cause a wound to or in']","['damage', 'harm', 'hurt', 'injure']"
460,bath,"[': a washing or soaking (as in water or steam) of all or part of the body', ': water used for bathing', ': a contained liquid for a special purpose', ': a receptacle holding the liquid', ': a medium for regulating the temperature of something placed in or on it', ': a vessel containing this medium', ': bathroom', ': a building containing an apartment or a series of rooms designed for bathing', ': spa sense 1', ': swimming pool', ': the quality or state of being covered with a liquid', ': flood sense 3', ': bathtub', ': to give a bath to', ': to take a bath', ': an ancient Hebrew liquid measure corresponding to the ephah of dry measure', 'city in Somerset, southwestern England population 79,900', ': to wash (someone) in a container filled with water : to give a bath to (someone)', ': to have a bath : to wash yourself in a bath', ': an act of washing the body usually in a bathtub', ': water for bathing', ': a place, room, or building where people may bathe', ': bathroom', ': bathtub', ': a washing or soaking (as in water) of all or part of the body  — see mud bath, sitz bath', ': water used for bathing', ': a medium for regulating the temperature of something placed in or on it', ': a vessel containing this medium', ': a place resorted to especially for medical treatment by bathing : spa', ': to give a bath to', ': to take a bath']","['alluvion', 'cataclysm', 'cataract', 'deluge', 'flood', 'flood tide', 'inundation', 'Niagara', 'overflow', 'spate', 'torrent']"
461,bend,"[': to constrain or strain to tension by curving', ': to turn or force from straight or even to curved or angular', ': to force from a proper shape', ': to force back to an original straight or even condition', ': fasten', ': to cause to turn from a straight course : deflect', ': to guide or turn toward : direct', ': incline, dispose', "": to adapt to one's purpose : distort"", ': to direct strenuously or with interest : apply', ': to make submissive : subdue', ': to curve out of a straight line or position', ': to incline the body in token of submission ', ': to apply oneself vigorously', ': incline, tend', ': compromise sense 2', ': to talk to someone at length', ': to make extreme efforts', ': the act or process of bending', ' : the state of being bent', ': something that is bent: such as', ': a curved part of a path (as of a stream or road)', ': wale entry 1 sense 2', ': decompression sickness', ': intense joint pain occurring as a common manifestation of decompression sickness ', ': mad, crazy', ': a diagonal band that runs from the dexter chief (see chief entry 3 sense 1) to the sinister base (see base entry 1 sense 8) on a heraldic shield  — compare bend sinister', ': a knot by which one rope is fastened to another or to some object', 'city on the Deschutes River in central Oregon population 76,639', ': to use force to cause (something, such as a wire or pipe) to become curved', ': to curve out of a straight line or position', ': to move your body so that it is not straight', ': to make, be, or become curved or angular rather than straight or flat', ': to move out of a straight line or position', ': to not follow or tell exactly', ': something that is bent : a curved part of something']","['arch', 'bow', 'crook', 'curve', 'hook', 'swerve']"
462,chew,"[': to crush, grind, or gnaw (something, such as food) with or as if with the teeth : masticate', ': to injure, destroy, or consume as if by chewing', ': to chew something', ': to chew tobacco', ': to think about : ponder', ': to make friendly familiar conversation : chat', ': the act of chewing', ': something for chewing', ': to use your teeth to cut food into small pieces before you swallow it', ': to bite on (something) repeatedly with the teeth', ': to make (something, such as a hole) by chewing', ': the act of chewing something', ': something that a person or animal chews', ': to crush or grind with the teeth', ': the act of crushing or grinding with the teeth', ': something that a person or animal chews']","['bite (on)', 'champ', 'chaw', 'chomp (on)', 'crunch (on)', 'gnaw (on)', 'masticate', 'nibble']"
463,disabled,"[': impaired or limited by a physical, mental, cognitive, or developmental condition : affected by disability', ': incapacitated by illness or injury', ': rendered inoperative (as by being damaged or deliberately altered)', ': impaired or limited in the ability to engage in certain physical or mental tasks (as due to injury or condition present at birth)', ': impaired or limited by a physical, mental, cognitive, or developmental condition : affected by disability', ': incapacitated by illness, injury, or wounds', ': having a disability']","['challenged', 'differently abled', 'exceptional', 'impaired']"
464,fantastic,"[': based on fantasy (see fantasy entry 1 sense 2) : not real', ': conceived or seemingly conceived by unrestrained fancy', ': so extreme as to challenge belief : unbelievable', ': exceedingly large or great ', ': marked by extravagant fantasy or extreme individuality : eccentric', ': excellent, superlative', ': eccentric sense 1', ': extremely good', ': extremely high or great', ': very strange, unusual, or unlikely', ': produced by or like something produced by the imagination', ': extremely good', ': barely believable']","['absurd', 'bizarre', 'crazy', 'fanciful', 'foolish', 'insane', 'nonsensical', 'preposterous', 'unreal', 'wild']"
465,fiction,"[': something invented by the imagination or feigned', ': an invented story ', ': fictitious literature (such as novels or short stories)', ': a work of fiction', ': novel ', ': an assumption of a possibility as a fact irrespective of the question of its truth', ': a useful illusion or pretense', ': the action of feigning or of creating with the imagination', ': written stories about people and events that are not real : literature that tells stories which are imagined by the writer', ': something that is not true', ': something told or written that is not fact', ': a made-up story', ': works of literature that are not true stories', ': legal fiction']","['fable', 'fabrication', 'fantasy', 'phantasy', 'figment', 'invention']"
466,flag,"[': any of various monocotyledonous plants with long ensiform leaves: such as', ': iris', ': a wild iris', ': sweet flag', ': a usually rectangular piece of fabric of distinctive design that is used as a symbol (as of a nation), as a signaling device, or as a decoration', ': the tail of some dogs (such as a setter or hound)', "": the long hair fringing a dog's tail"", ': the tail of a deer', ': something used like a flag to signal or attract attention', ': one of the cross strokes of a musical note less than a quarter note in value', ': something represented by a flag: such as', ': flagship', ': an admiral functioning in his office of command', ': nationality', ': the nationality of registration of a ship or aircraft', ': to signal with or as if with a flag', ': to signal to stop ', ': to mark or identify with or as if with a flag', ': to call a penalty on : penalize', ': to hang loose without stiffness', ': to become unsteady, feeble, or spiritless', ': to decline in interest, attraction, or value', ': a hard evenly stratified stone that splits into flat pieces suitable for paving', ': a piece of such stone', ': to lay (something, such as a pavement) with flags (see flag entry 5)', ': a piece of cloth with a special design or color that is used as a symbol (as of a nation) or as a signal', ': to signal to stop', ': to become weak']","['banderole', 'banderol', 'banner', 'colors', 'ensign', 'guidon', 'jack', 'pendant', 'pendent', 'pennant', 'pennon', 'standard', 'streamer']"
467,inspect,"[': to view closely in critical appraisal : look over', ': to examine officially', ': to make an inspection', ': to look at (something) carefully in order to learn more about it, to find problems, etc.', ': to officially visit a school, hospital, etc., in order to see if rules are being followed and things are in their proper condition', ': to examine closely', ': to view and examine in an official way', ': to view closely and critically', ': to examine officially', ': to make an inspection']","['audit', 'check (out)', 'con', 'examine', 'overlook', 'oversee', 'review', 'scan', 'scrutinize', 'survey', 'view']"
468,journal,"[': a daily newspaper', ': a periodical dealing especially with matters of current interest', ': a record of experiences, ideas, or reflections kept regularly for private use : diary', ': a record of current transactions', ': a book of original entry in double-entry bookkeeping', ': an account of day-to-day events', ': a record of transactions kept by a deliberative or legislative body', ': log sense 3', ': log sense 4', ': the part of a rotating shaft, axle, roll, or spindle that turns in a bearing', ': to keep a personal journal : to enter or record daily thoughts, experiences, etc., in a journal', ': a book in which you write down your personal experiences and thoughts : diary', ': a newspaper', ': a magazine that reports on things of special interest to a particular group of people', ': a brief record (as in a diary) of daily happenings', ': a magazine that reports on things of special interest to a particular group', ': a daily newspaper']","['book', 'bulletin', 'diurnal', 'gazette', 'mag', 'magazine', 'newspaper', 'organ', 'paper', 'periodical', 'rag', 'review', 'serial', 'zine']"
469,liquid,"[': flowing freely like water', ': having the properties of a liquid : being neither solid nor gaseous', ': shining and clear', ': being musical and free of harshness in sound', ': smooth and unconstrained in movement', ': articulated without friction and capable of being prolonged like a vowel', ': consisting of or capable of ready conversion into cash', ': capable of covering current liabilities (see liability sense 2) quickly with current assets', ': a liquid consonant', ': a fluid (such as water) that has no independent shape but has a definite volume and does not expand indefinitely and that is only slightly compressible', ': capable of flowing freely like water : not a solid or a gas', ': shining and clear', ': clear, smooth, and pleasant in sound', ': a substance that is able to flow freely : fluid', ': flowing freely like water', ': neither solid nor gaseous', ': clear and smooth or shining', ': made up of or easily changed into cash', ': a substance that flows freely like water', ': flowing freely like water', ': having the properties of a liquid : being neither solid nor gaseous', ': a fluid (as water) that has no independent shape but has a definite volume and does not expand indefinitely and that is only slightly compressible', ': consisting of cash or capable of ready conversion into cash', ': capable of covering current liabilities out of current assets especially in a rapid manner', ': of or relating to a security or commodity with enough shares or units outstanding to hinder significant price variation from large transactions']","['flowing', 'fluent', 'fluid']"
470,marvel,"[': one that causes wonder or astonishment', ': intense surprise or interest : astonishment', ': to become filled with surprise, wonder, or amazed curiosity', ': to feel astonishment or perplexity at or about', ': someone or something that is extremely good, skillful, etc. : a wonderful or marvelous person or thing', ': to feel great surprise, wonder, or admiration', ': something that causes wonder or astonishment', ': to feel astonishment or wonder']","['caution', 'flash', 'miracle', 'phenomenon', 'portent', 'prodigy', 'sensation', 'splendor', 'wonder']"
471,nutrient,"[': furnishing nourishment', ': a substance or ingredient that promotes growth, provides energy, and maintains life', ': a substance that plants, animals, and people need to live and grow', ': a substance that is needed for healthy growth, development, and functioning', ': furnishing nourishment', ': a nutritive substance or ingredient']","['nourishing', 'nutritional', 'nutritious', 'nutritive']"
472,overcome,"[': to get the better of : surmount', ': overwhelm', ': to gain the superiority : win', ': to defeat (someone or something)', ': to successfully deal with or gain control of (something difficult)', ': to affect (someone) very strongly or severely', ': to win a victory over : conquer', ': to gain control of through great effort', ': to cause to lose physical ability or emotional control']","['beat', 'best', 'conquer', 'defeat', 'dispatch', 'do down', 'get', 'get around', 'lick', 'master', 'overbear', 'overmatch', 'prevail (over)', 'skunk', 'stop', 'subdue', 'surmount', 'take', 'trim', 'triumph (over)', 'upend', 'win (against)', 'worst']"
473,recall,"[': cancel, revoke', ': to call back', ': to bring back to mind', ': to remind one of : resemble', ': restore, revive', ': a call to return', ': the right or procedure by which an official may be removed by vote of the people', ': remembrance of what has been learned or experienced', ': the act of revoking', ': a public call by a manufacturer for the return of a product that may be defective or contaminated', ': to remember (something) from the past', ': to ask or order (someone) to return', ': to ask people to return (a product with a defect or problem)', ': an official order for someone or something to return', ': a request by a company for people to return a product that has a defect or problem', ': the ability to remember what has been learned or experienced in the past', ': to bring back to mind : remember', ': to ask or order to come back', ': the ability to remember or an instance of remembering', ': a command to return', ': remembrance of what has been previously learned or experienced', ': a call to return', ': the right or procedure by which an official may be removed by vote of the people', ': the act of revoking', ': a public call by a manufacturer for the return of a defective or especially unsafe product']","['flash back (to)', 'hark back (to)', 'harken back (to)', 'hearken back (to)', 'mind', 'recollect', 'remember', 'reminisce (about)', 'reproduce', 'think (of)']"
474,regret,"[': to mourn the loss or death of', ': to miss very much', ': to be very sorry for', ': to experience regret', "": sorrow aroused by circumstances beyond one's control or power to repair"", ': an expression of distressing emotion (such as sorrow)', ': a note politely declining an invitation', ': to feel sad or sorry about (something that you did or did not do) : to have regrets about (something)', ': a feeling of sadness or disappointment about something that you did or did not do', ': a statement saying politely that you will not be able to go to a meeting, party, etc.', ': to be sorry for', "": sadness or disappointment caused especially by something beyond a person's control"", ': an expression of sorrow or disappointment', ': a note politely refusing to accept an invitation']","['bemoan', 'deplore', 'lament', 'repent', 'rue']"
475,soul,"[': the spiritual part of a person that is believed to give life to the body and in many religions is believed to live forever', "": a person's deeply felt moral and emotional nature"", ': the ability of a person to feel kindness and sympathy for others, to appreciate beauty and art, etc.', ': the immaterial essence, animating principle, or actuating cause of an individual life', ': the spiritual principle embodied in human beings, all rational and spiritual beings, or the universe', ': god sense 1b', "": a person's total self"", ': an active or essential part', ': a moving spirit : leader', ': the moral and emotional nature of human beings', ': the quality that arouses emotion and sentiment', ': spiritual or moral force : fervor', ': person', ': personification', ': a strong positive feeling (as of intense sensitivity and emotional fervor) conveyed especially by African American performers', ': cultural consciousness and pride among people of African heritage', ': soul music', ': soul food', ': soul brother', ': of, relating to, or characteristic of Black Americans or their culture', ': designed for or controlled by blacks', ': the spiritual part of a person believed to give life to the body', ': the essential or most important part of something', ': a person who leads or stirs others to action : leader', "": a person's moral and emotional nature"", ': human being : person', ': a style of music expressing deep emotion that was created by African-Americans']","['psyche', 'spirit']"
476,sufficient,"[': having or providing as much as is needed : enough', ': enough to meet the needs of a situation or a proposed end', ': being a sufficient condition', ': qualified, competent', ': enough to achieve a goal or fill a need', ': enough to meet the needs under the law of a situation or a proposed end']", 
477,surgery,"[': a branch of medicine concerned with diseases and conditions requiring or amenable to operative or manual procedures', ': alterations made as if by surgery', "": a physician's or dentist's office"", ': a room or area where surgery is performed', ': the work done by a surgeon', ': operation', "": medical treatment in which a doctor cuts into someone's body in order to repair or remove damaged or diseased parts"", ': the area in a hospital where surgery is performed', ': a place where a doctor or dentist treats people', ': medical treatment (as of disease, injury, or physical abnormality) that involves cutting into the body usually to expose internal parts', ': a branch of medicine concerned with diseases and conditions requiring or amenable to operative or manual procedures', "": a physician's or dentist's office"", ': a room or area where surgery is performed', ': the work done by a surgeon', ': operation']", 
478,tough,"[': very difficult to do or deal with', ': physically and emotionally strong : able to do hard work, to deal with harsh conditions, etc.', ': physically strong and violent', ': difficult to accomplish, resolve, endure, or deal with', ': capable of enduring strain, hardship, or severe labor', ': unruly, rowdyish', ': strong or firm in texture but flexible and not brittle', ': not easily chewed', ': characterized by severity or uncompromising determination', '  — see also get tough on', ': very hard to influence : stubborn', ': stubbornly fought', ': marked by absence of softness or sentimentality', ': glutinous, sticky', ': in a tough manner (see tough entry 1)', ': a tough and violent person : rowdy', ': to bear unflinchingly : endure', ': strong or firm but flexible and not brittle', ': not easily chewed', ': physically or emotionally strong enough to put up with strain or hardship', ': very strict, firm, or determined', ': very difficult to do or deal with', ': lawless sense 2']","['chewy', 'leathery']"
479,tube,"[': any of various usually cylindrical structures or devices: such as', ': a hollow elongated cylinder', ': one to convey fluids', ': a soft tubular container whose contents (such as toothpaste) can be removed by squeezing', ': tunnel', ': subway sense b', ': the basically cylindrical section between the mouthpiece and bell that is the fundamental part of a wind instrument', ': a slender channel (such as a fallopian tube or a pollen tube) within a plant or animal body : duct', ': the narrow basal portion of a corolla with united petals or a calyx with united sepals', ': inner tube', ': electron tube', ': vacuum tube', ': cathode-ray tube', ': a television picture tube', ': television', ': an article of clothing shaped like a tube', ': into a state of collapse or deterioration', ': a long, hollow object that is used especially to control the flow of a liquid or gas', ': an object shaped like a pipe', ': a soft, long, narrow container that has a small opening at one end and that contains a soft material which can be pushed out by squeezing', ': a long hollow cylinder used especially to carry fluids', ': a long soft container whose contents (as toothpaste or glue) can be removed by squeezing', ': a slender channel within a plant or animal body : duct', ': a hollow cylinder of rubber inside a tire to hold air', ': electron tube', ': television sense 2', ': a slender channel within a plant or animal body : duct  — see bronchial tube, eustachian tube, fallopian tube', ': an often complex piece of laboratory or technical apparatus usually of glass and commonly serving to isolate or convey a product of reaction', ': test tube', ': a soft tubular container whose contents (as toothpaste) can be dispensed by squeezing', ': a hollow cylindrical device (as a cannula) used for insertion into bodily passages or hollow organs for removal or injection of materials', ': to furnish with, enclose in, or pass through a tube']","['channel', 'conduit', 'duct', 'leader', 'line', 'penstock', 'pipe', 'trough']"
480,admit,"[': to allow scope for : permit', ': to concede as true or valid', ': to allow entry (as to a place, fellowship, or privilege)', ': to accept into a hospital as an inpatient', ': to give entrance or access', ': allow, permit', ': to make acknowledgment', ': a person who is admitted into a school, hospital, etc.', ': to say usually in an unwilling way that you accept or do not deny the truth or existence of (something)', ': to allow (someone) to enter a place', ': to allow (someone) to join a club, group, etc.', ': to make known usually with some unwillingness', ': to allow to enter : let in', ': permit entry 1 sense 2, allow', ': to accept (someone) into a hospital, clinic, or other treatment facility as an inpatient', ': to concede as true or valid : make an admission of', ': to allow to be entered or offered', ': to make acknowledgment']","['acknowledge', 'agree', 'allow', 'concede', 'confess', 'fess (up)', 'grant', 'own (up to)']"
481,bin,"[': a box, frame, crib, or enclosed place used for storage', ': a can for trash or garbage : dustbin', ': to put into a bin', ': bi- entry 1', ': a box that is used for storing things', ': a can for trash or garbage : dustbin', ': to put (something) in the trash', ': a box or enclosed place used for storage']","['box', 'caddy', 'case', 'casket', 'chest', 'locker', 'trunk']"
482,bowl,"[': a concave usually nearly hemispherical vessel : a rounded container that is usually larger than a cup', ': a drinking vessel (as for wine)', ': the contents of a bowl', ': a bowl-shaped or concave part: such as', ': the hollow of a spoon or tobacco pipe', ': the receptacle of a toilet', ': a natural formation or geographical region shaped like a bowl', ': a bowl-shaped structure', ': an athletic stadium', ': a postseason game between specially invited teams', ': a ball (as of lignum vitae) weighted or shaped to give it a bias (see bias entry 1 sense 3a) when rolled', ': lawn bowling', ': a delivery of the ball in bowling', ': a cylindrical roller or drum (as for a machine)', ': to participate in a game of bowling', ': to roll a ball in bowling', ': to travel smoothly and rapidly (as in a wheeled vehicle)', ': to roll (a ball) in bowling', ': to complete by bowling', ': to score by bowling', ': to strike with a swiftly moving object', ': to roll (a ball) towards something especially in the game of bowling or lawn bowling', ': to play the game of bowling', ': to get (a score) in a game of bowling', ': a round hollow dish without handles', ': the contents of a bowl', ': something in the shape of a bowl (as part of a spoon or pipe)', ': to play a game of bowling', ': to move rapidly and smoothly', ': to hit and push down while moving quickly', ': to surprise or impress very much']","['circus', 'coliseum', 'colosseum', 'stadium']"
